0,1,2,3,4
7.3368053,5.7802224,3.9147592,4.510687,12.267779
4.4425635,4.345656,1.832761,6.391391,8.149507
1.4387898,3.835988,2.3063,4.7187476,7.482459
13.4606695,12.694102,7.225174,11.145461,21.22475
11.643862,12.298524,5.119703,8.966271,14.29908
2.163599,2.3687978,1.1657822,4.4080834,6.0742726
5.5345063,7.296857,2.6382463,4.484204,11.312195
5.882954,6.2414427,3.2203338,2.9738886,13.85094
3.1337373,3.0757186,2.1104233,2.3775604,9.555125
2.7556508,4.30047,1.4883122,3.0848582,5.7078257
1.2582821,1.3591244,2.4470825,4.3244433,3.1954038
1.280632,1.6963313,2.29361,4.2535872,3.8618662
3.0920105,6.711845,1.5130352,3.6051712,5.3140154
3.544248,5.7319255,1.0617868,3.8644824,5.183239
3.0860975,7.852529,3.9573483,3.6760342,7.828272
0.784356,4.9975767,5.2238574,2.7814558,3.757071
1.4540951,3.5423617,2.501017,3.5367656,3.6085227
1.3717498,2.8223774,2.8896716,3.228287,2.9953253
0.59421575,1.3722273,1.4396117,1.5583271,0.9828676
3.0879965,8.121831,2.9642293,4.3040676,8.753069
4.2784786,10.43115,3.7741942,4.175833,7.5264482
1.2737978,3.3600395,3.7859952,1.7745179,1.9981841
0.79402757,1.7427211,1.9511374,2.2399848,1.5262961
1.4844203,2.6279147,4.114114,5.049681,3.4159558
1.845854,1.9728304,0.5872164,3.0170276,3.254845
2.6055014,5.1426864,3.2116618,1.6669437,3.9353206
1.2804017,4.3110566,6.083281,3.4075418,2.6341624
3.1185982,7.9356346,3.270657,3.45816,8.181524
4.4831367,7.707649,2.1652122,3.6107087,6.2074676
2.2651258,4.6041174,0.83461285,1.2950633,4.7002687
1.4207852,1.4152952,0.7411282,0.96857965,1.2982485
4.7175694,8.616806,1.3993813,5.189534,7.2481885
5.1222315,10.665522,2.9320388,6.526584,9.370625
0.9277315,2.1594083,2.700896,1.8355147,0.23366535
1.5210487,2.989879,4.713069,2.5618517,1.8633158
0.9126865,0.57867336,1.3676755,1.4039755,0.59915864
2.4324691,2.3400917,3.501543,3.7936811,1.886241
3.6446645,1.7714489,6.5062466,5.8098483,2.1730547
2.5344257,1.8497765,5.7293086,4.6555524,1.7217965
1.9847444,2.721931,5.3661666,1.9875242,1.2211964
1.2999065,3.3216972,4.3937902,1.7752076,1.5141054
1.5532974,2.542082,6.2430515,2.0448098,1.593049
0.963538,2.8899834,4.4602637,0.977096,0.5240843
2.270786,3.062736,5.44321,1.7121251,1.630727
1.1597406,3.6434684,4.101002,0.37028793,0.3696183
0.1702646,1.3205003,1.6550661,1.3975879,0.64103454
1.5136782,1.5811402,3.044225,1.6145786,1.0875766
0.5338917,2.7293448,4.0063806,2.7441816,1.2603399
1.4264622,1.6910913,3.3179238,2.9547484,1.9324073
2.1104882,4.1795444,5.4289327,2.8322318,2.818874
1.1955076,4.5466943,6.8358407,2.7491722,1.993306
1.6877395,3.2094886,5.624605,1.651066,1.634429
1.9557875,3.6874058,6.831561,2.9777217,1.8272462
2.9146469,3.33451,6.551498,3.8900595,2.3578055
2.0995119,4.4988055,7.0138235,2.4002848,2.6436167
1.1099305,5.799199,8.497691,2.1916764,2.2164383
2.3273268,3.2410676,5.4005094,2.726036,2.1832888
1.2333078,1.9203218,2.730593,1.8318236,1.1399864
2.5988207,2.8824704,4.2801075,3.5395494,1.9609588
1.2147486,2.7058027,4.1353426,2.3507042,2.2692323
2.4063969,3.1212845,5.6406736,3.1892204,2.8484173
1.3676491,2.3299465,3.0415518,3.7575848,1.8599473
1.5156194,3.5750444,6.6899705,1.5236166,1.6656715
1.0392088,2.4166186,4.5879793,1.5044863,0.88422585
0.939263,1.2953957,3.2012951,2.6237583,0.5004569
0.9646831,3.1877573,4.523104,2.2620478,1.3382413
1.2997895,2.863295,4.3565655,4.161031,2.1639972
1.9056985,3.512669,4.5422645,3.9853413,1.909635
0.720133,2.6224697,3.2603104,2.4174218,0.90542805
2.232707,2.2493165,3.656159,4.969303,2.1562686
2.222082,2.593306,3.9726064,2.519961,1.7953881
0.7638342,4.4767885,5.2102675,1.2282963,0.88755393
0.8654993,1.6480472,3.7270453,1.885418,0.29988587
1.7962427,3.2592587,1.5672964,1.6740544,3.590409
1.7905893,4.2080846,1.4310833,4.242489,3.3364909
1.7442384,4.3890023,2.3047824,4.1050982,4.780929
1.3352274,2.639101,3.3749971,1.8938649,4.1826806
1.5732445,2.7474127,4.804135,2.8463762,2.3823738
1.3856164,4.3770566,5.584758,3.4459743,2.043057
0.78285354,6.2469273,7.133957,2.0788066,4.276249
3.9342098,2.0982916,1.4467021,3.3631175,4.563991
3.37804,4.6748495,1.3218985,6.2580137,2.06644
2.2770975,4.02774,1.5258213,3.3686707,5.406187
10.367604,7.355831,4.6592097,8.85097,15.0866785
8.645008,8.64906,4.5549746,7.451175,7.566768
0.22080323,3.5477889,3.1814811,3.3644419,5.735978
3.5486548,6.1492634,2.834646,5.3823457,10.201935
2.828493,2.9805439,0.9626528,3.094269,7.8272524
2.2993894,3.4638999,1.8567863,0.40311795,3.8894732
1.1795912,0.7598085,1.4111384,2.3973079,1.225332
1.9904538,2.001892,3.181482,3.732998,3.0946887
1.5291148,2.0414639,1.6843551,3.2995083,2.594478
2.5898132,8.68307,3.673628,5.3212395,7.5597887
2.509981,4.776888,2.1073403,5.078518,8.194018
2.8855088,6.4627085,2.6158657,4.7147017,5.0753813
1.0924108,2.0435958,2.5054939,3.3291087,2.3945014
1.8562799,0.6839099,2.8575392,2.7910912,2.459123
1.2619094,2.416798,1.6844385,0.46310028,2.8635
1.120582,4.0766015,3.8420265,2.1885362,3.2113898
1.8110996,2.698249,3.169597,3.511253,3.1740954
2.174037,2.7733238,2.6383102,2.1119034,2.1034348
0.66787905,5.8119526,4.1010666,2.5884912,5.3680825
1.0991315,3.6780045,3.0651083,3.974953,4.8001
0.83159137,1.8534137,2.7185261,5.0372276,3.168627
1.3335551,1.8728272,0.901785,2.306185,2.2689986
2.6452045,5.313759,3.388085,2.1193764,3.9334195
0.68397385,1.7169489,2.2068865,1.8058902,1.65789
1.147184,1.675563,2.6825979,2.9758973,1.7016667
1.5226715,3.6085303,3.7073226,1.5934845,1.5735661
1.4854972,5.048307,4.85764,2.0303972,3.5026743
1.621107,2.8997924,2.1735427,1.031865,1.609365
4.410258,7.3158674,1.1425718,3.6909723,6.7368827
4.185804,5.436533,0.48845828,5.2500806,5.843932
0.8637583,2.7701223,3.9289973,2.3524203,1.0987262
1.7098008,2.2643588,4.4081254,3.1355767,1.4627929
1.381417,2.0953817,2.736143,1.7126477,1.5029676
1.9239953,2.5589287,4.5093904,3.072736,1.9000618
2.730884,2.091639,5.4637012,4.340339,1.9414536
1.961569,3.2799208,6.125459,4.0371184,1.7307367
1.9691232,2.8955452,5.4264355,2.7979112,1.8397071
1.0894567,4.129311,4.434206,2.9261568,1.8707657
1.373817,2.7045445,5.6803174,2.049359,1.9610167
0.8285817,3.0111103,3.5768118,1.7180977,0.8549015
2.5024743,5.091602,8.091519,2.7630124,2.9601572
1.4234375,3.7518845,4.6832376,0.24557003,0.8396646
1.1331238,1.8732266,2.9423995,1.3428469,1.2244912
1.428817,1.6530145,3.218721,3.5737388,1.6484895
1.0558099,2.590643,3.9216468,5.7031713,2.1976876
1.9659652,1.3936204,3.85322,4.6275134,2.2990198
2.7334514,2.9149349,4.487812,3.3951206,2.1077511
0.6997898,2.9320834,4.4630475,1.8464776,1.2226881
1.7325794,2.367974,4.6810784,0.9172753,0.91136074
1.3627448,5.1924295,8.010203,1.2617059,2.190031
2.3497112,3.2414494,5.9370513,2.4320414,2.119415
2.334954,4.158204,6.7089868,2.5353527,2.47351
0.8691622,6.1424584,8.986105,4.046947,2.2092414
2.0625234,5.237597,7.5909376,2.7509408,3.3367398
1.3792762,2.7606506,3.0453703,0.45597905,0.37078547
2.5341666,2.2500408,3.5429678,2.498905,1.2989417
2.4256053,2.5198684,5.096578,2.8028371,2.5256913
2.3729982,3.0668137,5.990444,2.850757,3.0248067
1.105308,1.9188567,2.133548,1.3547281,0.6730835
1.1417401,6.170257,8.176737,1.3632656,2.186205
1.0203578,3.1233478,4.7703257,1.1783372,0.68255883
0.077453054,2.2099786,2.607285,3.147381,1.2677363
1.1475182,2.2576516,3.4686193,1.3808755,1.5517743
1.4441403,2.578809,4.580731,3.8692746,1.7883502
1.9958482,2.8816197,5.0791206,4.4655175,1.9475995
0.69570816,2.7043762,3.5447845,2.071701,1.0914749
1.2972333,2.1392648,3.1128037,3.297862,0.9634941
1.3572549,1.762444,3.1950977,2.592182,0.96710634
0.71122885,3.9696329,4.791639,1.2395557,0.96242076
0.8994682,3.2610123,5.2765846,1.8982586,1.0575272
1.8724606,4.6666174,1.683208,2.1638646,5.2889524
2.5712538,5.8091216,2.2225366,3.7407417,5.6112695
0.87804896,1.0519485,1.9202076,3.5117266,3.234798
1.3861452,2.7685664,2.963707,2.6662908,3.4446495
1.7199539,3.3736284,4.68648,3.4062743,2.6089416
1.1428511,2.5335667,3.500984,2.9473693,1.2241658
1.9644302,2.9842596,2.9740567,1.0585369,3.8035028
3.7672174,4.165033,1.7960601,4.3929696,1.38168
2.3739007,6.054559,3.655731,2.6421368,3.1368356
1.1570162,4.37735,5.8552113,2.4768949,3.00604
6.6640825,7.8904805,3.9643133,4.264425,10.306301
9.19411,7.3228726,4.43203,7.751234,12.713633
8.631328,14.970474,4.998404,6.273628,18.23758
2.952159,4.528566,1.96191,2.325881,7.2788696
2.5178573,2.2912261,0.07577084,2.158805,3.396683
2.6761038,4.1678658,1.458244,0.5041736,2.0407553
4.244874,7.158375,2.7339265,2.7073894,9.56812
2.9394279,5.180664,2.482543,4.5755577,8.364162
1.505688,2.8043125,2.2410998,3.1759813,3.0719852
1.1473247,2.1343164,2.6081932,4.18163,1.093588
0.6497451,2.3557374,1.9835196,3.7059047,4.8279643
1.778842,4.181071,2.0603256,4.3632774,3.3848698
1.1532475,1.9808317,2.0307424,3.8255417,1.6136723
1.9444975,1.9600465,1.4503562,1.755097,0.50804543
3.370627,2.6754744,1.1028003,2.0978742,0.33379358
1.7413448,3.5371714,2.8178947,1.5245618,2.3182707
1.7490615,2.5641594,4.0638947,3.3056347,3.2837372
1.8163528,1.7486991,2.165795,2.1465268,1.7804883
1.3197181,3.347284,2.1077502,2.3340971,4.668396
1.5588607,2.6016593,0.77758634,4.3838267,3.0093217
1.4572468,1.7300642,2.5130396,2.941856,4.7610064
1.4494877,1.668108,1.8897083,1.0518248,2.0502653
1.3631622,2.9056766,3.581239,3.43556,4.2467546
1.8370135,8.317886,2.8597317,3.285075,8.069639
1.7529582,9.375452,3.3610778,1.7480943,7.2074594
1.3432764,2.6024935,3.2239196,1.4896986,1.2563142
1.0247915,2.4972458,3.584684,1.9090345,1.6339078
1.7110658,3.3893607,4.783862,2.0268254,2.4026952
3.6283724,4.7371063,0.5620669,2.552961,4.0162644
3.5706096,3.9954429,0.0,3.3218656,4.597274
1.3262211,2.7910693,4.9777284,3.6087935,1.3541844
2.665348,2.6785746,4.9889617,3.911869,1.8231238
1.281182,1.021342,3.21681,3.492871,1.015
1.1508776,1.3788253,4.062433,2.4054837,1.0759
1.741756,2.2919698,4.569764,2.45848,1.6415764
1.798193,5.347643,7.799698,3.5388975,2.5194042
1.3469286,2.4602656,4.721087,2.3758764,1.5491056
1.6473318,6.4753456,6.3375134,4.258854,2.7714586
0.8693509,3.9523547,4.641059,2.353426,1.6509198
0.8670613,4.4197764,4.727292,3.1408713,1.8724861
2.2244084,4.4710517,6.615336,3.5220952,2.5716143
1.28294,2.2382429,3.5276809,0.9236944,1.0029438
1.690756,2.1115453,3.5562148,1.7986957,1.4768134
1.7564985,2.086527,3.5771136,3.8972032,1.6884731
1.4658045,2.9383335,4.5478396,6.784195,2.666781
2.0212,1.9358438,3.930827,4.5902715,1.9359674
2.8277261,1.24799,4.4346523,3.290642,1.5524766
0.61058396,3.8036416,4.236441,1.4503839,1.1723441
2.2980824,3.520064,6.737964,1.8185483,2.038034
1.6590633,4.0133452,6.3253303,0.8990616,1.382604
2.0166175,2.873459,5.764765,1.862145,1.6480374
2.38595,3.71344,6.862761,2.7097275,2.217507
1.4185412,4.205303,7.8034143,3.3845677,2.1214066
1.6327921,5.561521,8.137536,2.2439277,2.9632256
2.0683274,6.4176893,8.535656,1.4126239,2.7607918
2.504554,2.6914628,4.7771025,3.1345012,1.6023033
2.7274704,2.2252216,5.300433,4.8675976,2.683442
2.2018425,2.2157333,4.7019763,3.7623036,2.0305905
1.0430145,1.8259171,3.0617657,1.3729798,0.9602247
1.8652916,3.41294,5.2971125,2.8440506,2.0491579
1.3476714,2.4842122,4.6243014,2.4002488,1.3912759
0.8545345,3.6512387,4.0738106,4.5916986,3.1787424
1.1566523,0.6719061,2.1870055,1.9370322,0.98170865
1.4778666,2.4347868,4.378818,2.9758153,1.5996668
1.9944866,3.1943173,5.5222745,3.5642211,2.1336958
1.3372413,2.419418,4.4031353,2.0410726,1.5006409
0.9565367,2.293522,3.8915467,2.0489528,0.83908033
1.207286,2.5690038,3.8511841,1.7561902,0.9492796
1.0431502,4.3329325,5.9298663,1.1897528,1.552753
0.72583574,4.171028,6.1647897,2.14405,2.043704
3.3097837,4.6618276,0.6565304,3.7407691,5.4037023
3.5120819,6.772752,0.94760275,2.7010524,3.6571603
2.349166,1.7799311,1.6253984,3.8211956,3.3273244
0.9423157,1.5797036,1.5816039,3.2252173,4.657073
1.391702,1.845609,1.6872772,2.062656,2.8901925
1.630252,4.712106,2.2071912,1.4159242,4.4107823
1.9265858,2.0883086,1.0612723,1.5230615,4.0027976
1.6729381,2.1931539,2.2818856,3.2165978,2.699554
1.6954284,3.8888788,5.1280465,2.5826058,2.2367244
0.9487707,3.5451279,4.93902,2.027725,2.7269719
1.0460902,4.8869243,2.6695902,1.6406912,4.6744866
13.956183,17.049286,7.4025607,11.429581,22.846283
12.538174,14.6235485,5.0461,9.648339,16.275904
3.27224,4.1220307,1.1199269,0.9012376,5.105121
1.9633266,3.6091871,1.8592452,3.0725586,3.7987351
3.3899157,6.66126,1.7085049,4.5333037,8.729822
2.927288,5.410009,1.9088681,4.1162896,5.8721533
3.1386483,5.779327,2.7224915,3.3939004,5.944791
1.0593917,4.4957986,3.749381,2.9368114,3.4599304
0.6270061,1.463729,3.1351898,2.11023,2.635307
1.6815684,2.8614166,1.538727,2.082013,4.4906216
2.2367342,4.2111244,2.2747173,2.6710424,3.7781625
1.5605243,3.0282223,3.5656543,2.4428012,1.9399366
3.3886144,4.9263783,2.7157092,0.68707097,5.271431
2.3640816,2.107724,0.7296479,3.4942598,2.073484
1.7921894,1.7235361,1.7873394,2.7195415,2.1321497
0.9105311,3.9726157,3.3997543,4.312481,4.917689
1.0954251,2.5937138,1.9593223,3.646101,3.9326932
2.1837215,1.5871483,1.9053357,2.7701433,2.5191338
2.0429373,5.86949,2.9647255,4.2987204,3.892787
2.5306113,6.6043863,5.2036457,3.5480227,4.0355268
2.0154939,5.729347,6.4529524,2.3716798,4.4518976
2.6855173,6.4214473,3.0652623,4.4456644,8.219307
3.7730415,3.2677536,1.7150114,5.095378,6.962098
5.7188654,6.745731,2.998062,2.6037483,10.581025
1.0819209,5.5186105,4.3714604,1.3629291,6.358706
0.88961846,1.7954925,2.632838,2.1019795,1.0814587
1.8334568,4.91674,5.8119073,2.1752603,2.4560225
3.4143882,4.627433,0.68827575,1.6991093,4.006369
3.374503,4.578057,0.0,2.6395404,6.941184
1.5033288,2.3112242,4.4015603,4.113559,1.7984968
2.5670846,1.6858226,4.4979944,4.4836454,1.5283878
1.6947694,1.1163992,3.7580686,5.173742,1.5539124
1.5575675,3.3178852,4.492426,1.5003272,1.9621823
1.200028,2.6139293,4.071194,0.7212627,1.184232
1.6527134,5.227241,7.5578704,2.8184583,2.7523127
0.73620886,2.7144787,4.8483396,2.098052,1.2075081
0.9605669,4.900163,5.34603,2.603005,1.9938633
0.59474057,2.975093,3.3339887,2.130424,0.8038404
1.0739564,6.0372305,6.4115686,3.9917915,2.4554088
1.5742265,3.5370135,4.8025503,3.7650146,1.8558867
1.5307506,1.9599127,3.5044305,2.4862304,1.3133892
1.4718326,2.5277064,3.484168,3.3423917,1.1177535
1.2195152,2.018859,3.4357746,3.7799213,0.8997988
0.47920722,2.7233033,3.170754,4.5651135,2.0076253
0.9253645,1.7200913,2.339577,1.9402852,1.1328605
2.2872272,1.8902363,3.7180848,1.3920037,0.5834483
1.0723141,3.3370526,4.5452676,1.729882,1.2120467
2.7381606,4.029583,7.404281,3.5620186,2.363109
2.5476608,3.0148156,5.797462,3.8196316,1.6130939
2.5621629,2.6568115,6.321936,3.4157856,1.4756845
2.4490964,3.012968,6.7392344,3.4825425,1.7399052
1.9143673,2.9204874,6.70252,2.1249907,1.7132113
1.0305579,4.505236,5.6256995,1.4337431,1.2774824
0.9561181,5.5641613,7.8741083,2.445826,2.0335538
2.6859329,3.84208,6.1012874,5.1621404,2.4786665
2.0644941,2.2672582,4.168305,5.008805,2.6195507
2.3512723,2.6403177,4.755749,3.5886774,1.5495259
1.5450847,2.011516,4.5618773,2.332539,1.4177138
2.6178718,2.3862154,5.370778,6.177289,2.695884
2.2460332,3.1190197,6.164914,3.399719,2.4403539
1.1889197,4.4123654,4.622117,4.2514796,3.3473678
1.6494559,0.59899116,2.7352028,2.795399,1.3490862
1.0046043,2.7109017,3.5891623,1.1244895,1.1940286
1.524018,3.7549994,5.2491593,3.3083696,2.348818
2.039425,1.8685347,4.6735764,3.5548525,1.1653345
1.4174169,2.0202878,5.5235415,1.9741738,1.3553457
1.1083126,2.45062,4.1698294,1.4191346,1.5491955
1.1773236,3.6450531,5.51306,1.5590708,1.832528
0.57146746,2.8509228,6.3502574,1.707982,2.6886733
5.6833615,8.146499,1.3442882,6.1073356,7.949526
6.7203064,7.5125766,2.2221503,6.965747,8.504063
3.2415895,4.299763,1.327233,5.1442885,7.2795753
1.426524,0.44905382,0.21632178,2.7116528,1.9086474
1.6724488,0.8064364,0.6236041,3.2850895,4.050093
1.8461884,2.0649376,0.84211457,4.52854,4.697319
1.5175447,2.0731547,1.2287718,5.206208,4.038279
2.0497484,3.830759,3.019609,4.6762476,3.7319293
1.3877861,2.9535046,3.9970021,3.8386896,2.3056445
1.2848507,3.3374743,3.6720583,2.8389463,3.9866254
1.1447076,2.3325765,2.420932,2.9297907,2.9686909
3.7107723,6.9565744,3.2521966,3.8743455,9.19491
3.2343028,4.4563594,0.0,3.613514,2.3302574
1.8210022,5.957378,2.97085,2.6557984,4.1974583
1.3184915,5.8411355,4.0218573,3.9487615,8.039918
3.058452,7.262959,1.6520731,6.348259,7.807496
2.0254114,6.988047,3.2869048,3.979731,6.491514
1.4859291,2.202166,2.5779238,1.8808177,1.1692502
1.9647615,3.6887536,2.8844757,1.5797038,4.4413614
1.0886679,2.7624173,2.7666864,2.4434736,4.4414735
1.7150413,3.2436583,1.9460657,1.2618817,4.757952
2.6177971,4.950817,2.6946974,0.92720026,4.762621
1.6340601,3.7811937,4.7245345,2.6987352,1.7519375
2.976809,6.8102956,5.060318,2.523235,7.828613
1.6991943,2.4758034,1.3697584,3.9352288,4.919467
2.8757012,6.6340613,1.924,4.257473,7.6807895
1.7999147,3.716403,2.1051826,4.073708,6.8025837
2.7990446,4.84283,2.1153457,4.486624,9.806771
3.161369,7.1563063,2.165705,3.42557,8.466672
1.5172855,4.9007697,2.6177256,2.1115742,3.2993937
3.7724347,6.1222825,2.9631562,1.5104843,4.2432747
1.5145059,6.2265286,7.0155683,2.7027254,3.6021523
2.4421935,7.3431354,3.960536,2.8278434,7.137789
3.1683917,1.730203,1.6948383,5.9331727,7.443103
3.2468233,2.3864512,2.7778358,4.891854,12.115579
2.686215,6.5774455,2.2809303,1.6154509,6.8263097
1.140673,3.4353657,4.1057615,2.90511,1.7838137
1.6792098,5.8037972,7.6771293,3.370991,3.1003976
5.486923,7.467095,1.1736149,3.120641,7.3884645
5.1395664,3.0522025,1.2251177,5.730425,10.4687395
1.6116445,2.3271565,4.396328,5.0225186,2.200177
2.7013278,1.2545561,4.5269737,4.82715,0.99702543
1.9504055,1.029076,4.1019917,5.2170224,1.8166335
1.7125242,2.571406,3.5896153,1.6577222,1.5489713
1.2947484,2.196382,3.3032076,0.91386425,1.0144595
1.3816025,3.7402303,6.0340047,2.872455,2.7558541
0.69172394,3.2662773,5.3445845,2.2463453,1.1186754
0.8223055,2.2911296,3.8098407,1.1622114,0.90401316
0.51522064,1.6734946,2.6640425,2.4452903,0.61191905
0.83388853,4.35909,5.2972918,2.4564908,1.7345474
1.1507988,2.9019654,4.0856333,2.5571835,1.3162509
1.8104544,2.7823067,4.733995,3.086345,1.6822126
0.9505994,3.0379863,3.2399874,3.1745155,1.0010513
1.3045202,2.8805084,4.091573,5.1987696,1.7135689
0.30559865,2.5057676,3.3167484,4.477696,2.7558353
0.36376897,2.090233,2.2399688,0.90109926,1.135144
0.94080424,4.4498386,4.326384,1.2315338,1.04206
1.1619844,2.2093422,4.2498713,2.2304502,1.0051867
2.8455,3.1211112,6.4406166,4.239902,1.8204206
2.7564225,3.164775,6.101985,5.222093,1.8374128
2.19382,3.0968976,5.5419188,3.7320123,1.3345243
2.001428,3.4553735,5.7962303,3.2878952,1.5232189
1.173687,4.0670776,6.843787,2.2774127,2.173297
1.0688488,4.6845064,5.41232,2.140672,1.1499077
0.7599197,4.2681212,5.938757,2.099615,1.404285
1.7818568,2.5739033,4.169685,3.8634093,1.7041485
0.8950206,1.3648529,1.9595202,1.1260673,0.71822464
2.1277592,4.148053,6.990046,2.6602714,2.1887488
1.9990878,2.2720716,5.3876405,2.6132083,1.5194714
1.9277316,2.1364121,4.0827584,4.323633,2.1063392
2.6165388,2.1333423,5.6459646,2.5480592,2.508438
0.7171719,2.0701945,2.5790625,2.0098646,2.2138758
1.6698961,0.6914317,2.3891814,1.3002943,1.0390426
1.2941809,3.30346,4.48654,1.347907,1.5513475
1.3243703,2.8376257,4.276331,3.0190742,1.8312421
1.942476,1.6168551,4.9301486,4.460426,1.6469741
1.2822798,2.1644094,5.4015956,1.6773932,1.1489854
1.0999311,3.0980544,4.874315,1.6334527,1.4234806
1.220478,3.5629869,5.566164,2.2900753,2.1108477
1.5373597,2.2483084,5.444268,2.2415793,2.1162539
3.5242562,8.171356,2.3203075,1.6620945,6.743841
3.6967576,3.9647534,2.4021409,6.0122466,9.132493
3.309162,6.1761227,2.6722884,6.165701,7.059496
1.1025139,0.0,1.0084615,1.5676638,2.6142538
1.4852484,0.5022256,1.5071142,4.074625,3.483535
1.5343493,1.1785079,1.5676178,4.8448777,3.7087734
1.6947917,2.2732048,2.3638258,5.571715,7.945929
2.0444074,4.285011,2.9312987,5.761877,6.616078
